56663;M;DK Deleuran's Bambino;NFO n 09 23;06-05-1997;FD LO 90264;41662;59168
56666;M;Oberst Gyldenløve DK;NFO ns 23;25-07-1999;FD LO 101421;53731;50027
56681;F;DK Fenja's Cirkeline;NFO f 09 23;25-06-1996;FD LO 85674;49240;55509
56684;F;DK Troldhaugen's Laura;NFO f 09;12-04-1997;FD RX 11880;29174;39925
56685;M;DK Troldhaugen's Locky;NFO ns 09;12-04-1997;FD RX 11881;29174;39925
56686;M;DK Troldhaugen's Marko Polo;NFO n 09 23;18-05-1997;FD LO 89921;45086;65479
56689;M;Laurus Nobilis Felis Jubatus;NFO a 09;25-04-1997;FD LO 89639;48014;66814
56698;F;DK Troldhaugen's Malou;NFO f 09 23;18-05-1997;FD LO 89919;45086;65479
56705;F;Wilhelmine Felis Jubatus;NFO n 09 23;22-04-1997;FD LO 89638;58349;70959
56707;F;DK Filaticat's Luna;NFO f 09 22;18-07-1997;FD LO 90675;56821;53703
56713;F;DK True Trust Alysum;NFO n;31-07-1997;FD LO 91328;57990;71632
56717;F;DK Grandezza's Alpha Blussing Jet;NFO f 09 23;27-06-1996;FD LO 86597;30292;62074
56730;F;DK Leonides Boffy;NFO f 09 23;16-05-1996;FD LO 85696;30441;61556
56731;F;DK Snorres Sif Guldtop;NFO g 23;30-06-1993;FD LO 72117;5637;27200
56734;F;Kianda's Tricksy Girl;NFO f 09 23;13-10-1990;FD RX 6891;1424;34966
56776;M;S*Kei-O-Nett's Gordon;NFO n 22;...;SVERAK RX 80920;22295;10385
56777;F;Skorpan;NFO f;...;SVERAK RX 85964;;
56780;M;DK Blixen's Bernard;NFO n 09;23-07-1996;FD LO 87139;49070;51182
56781;F;DK Khnum's Bianca;NFO n 09;05-03-1997;FD LO 88971;54548;62367
56782;F;DK Silverwood's Queen;NFO n 09 23;05-09-1998;FD LO 96994;66448;58808
56783;F;Dronning Olga Felis Audax DK;NFO f 22;30-03-1994;FD LO 74930;35809;69305
56784;F;Tivoli Felis Jubatus;NFO n 09 22;11-06-1992;FD LO 68046;30948;19149
56790;M;DK Fabis Tiamo;NFO ns 09 23;05-05-1997;FD LO 90054;44026;70201
56816;F;DK Dansbjergs Lolita;NFO a 09 25;10-08-1998;FD LO 96859;60515;68315
56821;M;Sebastian de Pablo Diablo(N);NFO d 09 22;23-04-1992;FD LO 69040;23509;23510
56849;F;DK Family's Zara;NFO g 23;17-12-1996;FD LO 88317;40766;45648
56872;F;DK Niflheim's Calcium;NFO ns 09 23;29-01-1997;FD LO 89132;54684;66548
56879;M;DK Khnum's Loke;NFO n 09 23;22-02-1998;FD LO 93490;30441;42341
56881;M;DK Khnum's Kazan;NFO d 22;03-05-1998;FD LO 94582;45093;59986
56883;M;DK Troldhaugen's Mozart;NFO n 09 23;18-05-1997;FD LO 89920;45086;65479
56886;F;Ratchasima's Soffi;NFO n;29-04-1997;FD LO 90397;18580;50241
56888;F;DK Guillamore's Dina;NFO f 09 23;04-04-1997;FD LO 89329;54982;64093
56889;M;DK Vossevangen's Præcident Clinton;NFO n 09;19-07-1997;FD LO 90490;10334;45345
56895;F;Talofa Felis Audax DK;NFO n 09;20-02-1996;FD LO 84210;14954;69305
56903;F;DK Leonides Hekla;NFO n 09;23-02-1999;FD LO 98796;62366;69705
56916;M;DK Europa's Mester Jakel;NFO a 09 22;06-06-1997;FD LO 90366;49115;60060
56921;F;S*Tigressan's Quani;NFO fs 23;02-07-1998;FD LO 96664;62569;65848
56922;M;Sebastian Felis Zeuthen DK;NFO n 09 22;08-05-1996;FD LO 85066;2346;68911
56930;M;S*Mar'Michel's A.F. Zenzero;NFO d 09 23;31-03-1996;FD LO 86301;43947;50321
56940;M;Pan's Tøffen;NFO n 09 23;...;NRR RX 50197;6690;56941
56941;F;Elin von Plysch;NFO n 09 23;...;NRR RX 50101;22984;8918
56985;F;Dronningen af Saba Felis Jubatus;NFO n 09;26-03-1997;FD LO 89636;30948;70958
56989;F;DK Deleuran's Ebony;NFO n 09;29-05-1997;FD LO 90391;41662;65438
56996;M;Norsk Skogkatt Felis Jubatus;NFO w 62;28-08-1992;FD RX 8318;30948;37645
56997;F;Régine Desforges Felis Jubatus;NFO w 63;28-06-1996;FD LO 86813;7705;52674
57000;M;DK Leonides Colbjørn;NFO n 09 23;10-06-1996;FD LO 86294;6263;25786
57022;F;DK Dansbjergs Twiggy;NFO f 09 24 63;10-09-1995;FD LO 82909;43109;70429
57051;M;Snydepels Felis Jubatus;NFO a 09;08-05-1997;FD LO 89642;48014;55321
57053;M;DK Snorres Valdemar Sejr;NFO d 22;15-06-1997;FD LO 90751;2346;56731
57054;M;DK Snorres Rolf Freeway;NFO a 09 22;15-06-1997;FD LO 90752;2346;56731
57055;F;DK Snorres Dronning Dagmar;NFO a 23;15-06-1997;FD LO 90753;2346;56731
57073;F;DK Elkington's Dusty;NFO f 23;25-03-1999;FD LO 98806;60418;69649
57091;M;DK Skandinavien's Thorvald;NFO n 09 23;08-06-1997;FD LO 90785;56930;62489
57124;F;S*Ambient Araving Beauty;NFO n 22;...;SVERAK LO 81690;44883;60300
57142;M;Chico Nova's Django;NFO n 09 22;...;SVERAK LO 55657;;
57143;M;S*Ambient Muscadet;NFO n 22;...;SVERAK LO 89569;44718;57124
57144;F;(N)Coco Islands' Bettina;NFO f 09 22;...;NRR RX 55755;48256;23511
57145;F;(N)Coco Islands' Carmen;NFO n 09 22;...;NRR LO 63264;57143;57144
57146;M;S*Drakenäs Bulwark;NFO n 09;...;NRR LO 63532;46412;41814
57149;M;DK Hopeless Tribes Junior;NFO n 09 23;07-07-1997;FD LO 91221;15451;69106
57184;M;DK Dansbjergs Milo;NFO n 09;07-08-1998;FD LO 96855;40422;66003
57201;M;DK Dansbjergs Kasmir;NFO ns 23;16-09-1997;FD LO 91909;48447;59699
57209;M;(N)Coco Islands' Horkheimer;NFO n 23;15-09-1996;FD LO 90866;57146;57145
57210;M;Conrad 97-91;NFO a 09 23;21-08-1997;FD LO 91313;71908;73323
57212;F;Vår Ve Gimle DK;NFO n 09;12-03-1999;FD LO 99027;55020;58068
57217;F;DK Starkad's Heidrun hårfager;NFO n 09 23;18-07-1997;FD LO 90878;45858;62490
57225;M;DK T'binas Aubri;NFO n 23;15-06-1997;FD LO 90885;21170;50027
57238;M;DK Skandinavien's Calvin Klein;NFO n 09 23;21-06-1997;FD LO 90898;56930;54851
57239;M;DK Skandinavien's Hugo Boss;NFO n 09 23;21-06-1997;FD LO 90899;56930;54851
57254;F;DK Fabis Tatjana;NFO f 09 23;03-11-1998;FD LO 97660;58349;67251
57261;M;DK Oba Sextus Pompejus;NFO d 09;03-10-1997;FD LO 92309;36379;54764
57262;F;Ramboline Theede DK;NFO a 23;01-04-1998;FD LO 93624;57804;61635
57265;F;DK La Befana's Assja;NFO f 09 23;26-02-1998;FD LO 93245;8441;60863
57290;M;Igor af Aalbæk DK;NFO d 09;11-06-1997;FD LO 90948;22951;72165
57291;F;Lara af Aalbæk DK;NFO f 23;11-06-1997;FD LO 90950;22951;72165
57292;F;Hugoline af Aalbæk DK;NFO f 09 23;11-06-1997;FD LO 90951;22951;72165
57301;M;Skipperskrå Felis Jubatus;NFO n 09;26-03-1998;FD LO 94494;37644;70958
57307;F;Røskva 97-40;NFO f 22;19-04-1997;FD LO 90059;56026;56027
57308;M;DK La Forêt's Gefion;NFO n 09 23;19-02-1999;FD LO 98611;69219;60001
57314;M;Timon 96-156;NFO a 23;03-11-1996;FD LO 88574;53763;40674
57322;F;Revontuli Felis Audax DK;NFO f 09 22;04-03-1995;FD LO 79730;68662;65874
57361;M;Holger Danske Felis Audax DK;NFO d 09 23;11-11-1995;FD LO 83210;20165;41896
57369;M;DK Blue Royal Flash Aslak;NFO ns 09;23-05-1997;FD LO 90547;36370;61527
57372;F;DK Khnum's Odessa;NFO a 22;01-09-1998;FD LO 96615;62368;52726
57375;M;DK Le Rassy's Bastian;NFO d 09 23;01-06-1997;FD LO 90558;66150;56730
57376;F;DK Le Rassy's Hilde;NFO f 09 23;01-06-1997;FD LO 90560;66150;56730
57389;F;DK Oba Miss Senta;NFO n 09 23;26-05-1999;FD LO 100522;42467;64938
57400;F;DK Europa's Krissi Hønsetyv;NFO n 09 23;24-08-1997;FD LO 91518;58349;67683
57401;F;Audhild Dinedatter Felis Jubatus;NFO n 09;11-05-1992;FD RX 8011;30948;37645
57403;M;S*Glitterfjordens Juno Satyrus;NFO n 09;...;SVERAK LO 114126;44718;44721
57404;F;S*Asynjas Bejla;NFO f 09;...;SVERAK RX 119439;41329;66907
57406;M;S*Tassajara's Gro;NFO a 09 23;07-11-1991;SVERAK LO 87377;33294;67460
57407;F;S*Adolfinas Charming Cindy;NFO n 09 23;...;SVERAK LO 56276;;
57408;F;S*Målarkluddens Ronja;NFO n 23;22-04-1989;SVERAK RX 81361;84776;57407
57410;F;S*Tauron's Riga;NFO g 09 23;30-01-1996;SVERAK LO 136672;59199;67607
57458;M;DK Khnum's Magnus;NFO n 22;28-06-1998;FD LO 95563;62368;59654
57463;M;S*Amazonas Camilo;NFO n 22;...;SVERAK RX 81899;;
57464;F;S*Tassajara's Laconda;NFO ds;...;SVERAK LO 85771;;
57465;M;S*Tassajara's Brand;NFO d;...;SVERAK RX 89395;57463;57464
57466;F;S*Glitterfjordens Calandra;NFO fs 09 22;...;SVERAK LO 114131;44718;44721
57467;F;S*Glitterfjordens Chayote;NFO fs;...;SVERAK LO 127081;57465;57466
57468;F;S*Gomorran's Jerica;NFO n 09 23;10-03-1994;SVERAK LO 122447;25013;44731
57469;F;S*Tigressan's Eliza;NFO ns 09;11-03-1996;SVERAK LO 136555;62569;57468
57470;M;S*On Tin Tio's Lestat;NFO ds;...;SVERAK RX 137261;33298;57467
57476;M;DK Dansbjergs Buster;NFO w;18-07-1991;FD LO 63892;41326;52853
57477;F;DK Bianca Hvidben;NFO n 09 23;27-06-1992;FD LO 68572;20591;2547
57523;M;Treo Triola;NFO n;21-08-1998;FD LO 97027;42843;66547
57525;F;DK Dansbjergs Dinah;NFO n 09;14-07-1999;FD LO 101021;35210;67875
57528;M;Urban Columbelle DK;NFO n 22;17-07-1997;FD LO 91022;2346;57322
57558;F;Misty 97-82;NFO f 09 23;02-06-1997;FD LO 91057;36511;16647
57568;M;DK Europa's Hugger Søn;NFO n 09 23;25-02-1998;FD LO 93601;58349;67075
57576;M;DK Greatest Hits Stirsey;NFO n 09 22;13-10-1998;FD LO 97086;66593;44474
57578;M;DK Oba Julius Cæsar;NFO n;03-10-1997;FD LO 92308;36379;54764
57585;M;DK Dansbjergs Helmer;NFO d 09 23;20-03-1997;FD LO 91084;51942;54945
57592;M;DK Dansbjergs Freddy II;NFO ns 23;16-02-1997;FD LO 89481;33123;48550
57610;F;DK Indina Fortuna's Cleopatra;NFO f 09 23;31-05-1998;FD LO 95572;63621;66185
57620;M;DK Bestla's Frøjk Flammeskær;NFO d 09 23;15-07-1997;FD LO 91118;51030;64510
57632;F;Red Olivia 98-68;NFO d 09 23;26-05-1998;FD LO 95293;63932;28871
57682;M;Amiga 98-93;NFO n 09 22;25-06-1998;FD LO 95762;56821;40544
57712;F;DK Noreg's Kraka;NFO f 09 23;03-03-1997;FD LO 88921;57361;54102
57720;M;Julius 97-92;NFO n 22;21-08-1997;FD LO 91314;71908;73323
57736;M;DK Niflheim's Zeus;NFO ds 09 23;22-05-1998;FD LO 95685;69065;72689
57737;F;Sølvvi 97-111;NFO f 23;12-09-1997;FD LO 91992;8441;46355
57746;F;DK Ea's Echo Soldug;NFO f 09;09-06-1999;FD LO 100651;57736;35592
57750;M;DK Khnum's Gabriel;NFO n;28-12-1997;FD LO 92895;62368;59986
57756;M;DK Sekita's Simba;NFO n;29-08-1997;FD LO 91502;29180;58330
57765;M;DK Dansbjergs Olav II;NFO n 09 25;30-04-1997;FD LO 91628;50083;33753
57784;F;DK Huldrenissen's Laura Biagiotti;NFO f 09;12-11-1997;FD LO 92356;48014;62124
57788;F;DK Deleuran's Ginie;NFO ns 09 23;04-01-1995;FD LO 79251;31065;37430
57792;F;Hexia Gyldenløve DK;NFO fs 09;12-01-1997;FD LO 88896;49127;44647
57794;F;DK Gavtyven's Ullricha;NFO w;08-07-1996;FD LO 86095;20303;56268
57799;M;DK Dansbjergs Rambo II;NFO n 09 23;10-05-1997;FD LO 90499;64172;62393
57800;F;Ratchasima's Esmaralda;NFO n 23;14-05-1996;FD LO 86225;18580;50241
57804;M;DK Tinja Skoven's Gustav Wied Junior;NFO w;02-09-1992;FD LO 69085;19168;47335
57810;F;DK Papyrus' Misti;NFO w 61;17-06-1997;FD LO 90282;56349;65870
57817;F;Smyrna;NFO n 09;...;SVERAK RX 80433;;
57818;F;S*Tassajara's Tova;NFO f 09;...;SVERAK RX 83474;;
57819;F;S*Tassajara's Leona;NFO fs;...;SVERAK LO 85773;57820;57818
57820;M;S*Lothloriens Legolin;NFO ds;...;SVERAK RX 82511;33292;33296
57821;F;S*Wildwood's Belakane;NFO n;...;SVERAK RX 56344;26348;19801
57822;F;S*Fenrisulven's Yndis Yr;NFO f;31-10-1992;SVERAK RX 89616;26998;57821
57823;M;S*Ilves' Aslan of Narnia;NFO d;30-12-1994;SVERAK RX 128772;35609;57822
57825;M;S*Segerhuva's Gepetto;NFO a 09 23;...;SVERAK LO 87969;21612;69143
57827;F;S*Heaven Hills Black Athena;NFO n 09;...;SVERAK LO 87671;48871;69144
57828;M;S*Heaven Hills Big Bang, DM;NFO n 09 23;...;SVERAK LO 119816;57825;57827
57829;M;S*Lissekullans Nelson;NFO ns 23;...;SVERAK RX 83201;15497;6696
57830;F;S*Black Islands Winona;NFO n 09 23;...;SVERAK LO 131233;57828;57831
57831;F;S*Black Islands Vanessa;NFO ns 09 23;...;SVERAK RX 103793;57829;57832
57832;F;Torvmyra's Honey Favorite;NFO g 09;...;SVERAK RX 57942;2101;52925
57834;F;DK Europa's Kraka Hugger Datter;NFO n 09 23;24-08-1997;FD LO 91517;58349;67683
57844;F;S*Mar'Michel's Mecatti Orchida, DM;NFO f 09 23;21-10-1993;SVERAK RX 119873;43947;43948
57901;F;Regine Olsen Felis Jubatus;NFO n 09 23;09-06-1997;1.DEKZV LO 242180;48014;61296
57902;F;Piper Nigrum Felis Jubatus;NFO n;25-04-1997;FD LO 89641;48014;66814
57903;M;Kong Valdemar Felis Jubatus;NFO d 09 23;20-06-1997;FD LO 90704;30948;70958
57904;F;Dronning Dagmar Felis Jubatus;NFO f 09;20-06-1997;FD LO 90705;30948;70958
57908;M;Ol's Handsome Herbert;NFO w 61;23-10-1998;FD LO 97351;47349;58496
57915;M;DK Elkington's Smutter;NFO e 22;21-05-1997;FD LO 90266;10820;69649
57916;M;DK Vossevangen's Obel;NFO n 09;29-06-1997;FD LO 90484;40421;57401
57917;M;DK Vossevangen's Oliver;NFO n 09;29-06-1997;FD LO 90482;40421;57401
57919;M;DK Europa's Nick Nolte;NFO n 23;07-09-1996;FD LO 87291;48016;67075
57921;M;DK Europa's Muse Jæger;NFO a 09 23;06-06-1997;FD LO 90368;49115;60060
57924;F;DK Tigi Cat's Baloo;NFO fs 09;19-03-1997;FD LO 89211;44026;58548
57927;F;Adelina Patti Felis Audax DK;NFO n 09;29-09-1996;FD LO 87763;20165;69305
57928;M;Monet Felis Audax DK;NFO a 09;23-04-1998;FD LO 94416;2346;70216
57934;M;DK Dansbjergs Focus II;NFO ns 09;16-02-1997;FD LO 89480;33123;48550
57942;F;Bianca Pinjarra Felis Audax DK;NFO w 61;09-04-1998;FD LO 94412;56922;71104
57943;M;DK Starkad's Mr. Match Maker;NFO n 09 22;04-05-1998;FD LO 94296;30948;62490
57944;F;DK Baroniet's Jomfruelige Julie;NFO n 09;15-08-1996;FD LO 87176;38373;56274
57946;M;DK Bettemus Charlie;NFO n 09;20-06-1997;FD LO 91071;47976;52107
57948;F;DK Deleuran's Fiona;NFO n 09;27-06-1994;FD LO 76744;31065;37430
57966;M;Nocciola 95-191;NFO d 09 23;30-11-1995;FD LO 83545;41638;65404
57982;F;Kvilles Ægina;NFO n 09 22;02-07-1999;FD LO 100481;34801;71925
57987;M;DK Starkad's Helgrim af Regnbuekat;NFO d 09 23;18-07-1997;FD LO 90875;45858;62490
57989;F;DK Dansbjergs Wanda II;NFO ns 22;30-06-1998;FD LO 96389;64172;62393
57990;M;(N)Flatland's Irgens;NFO n 09;13-08-1995;FD RX 11100;45994;47580
57995;M;DK Guillamore's Samson;NFO a 09 23;26-06-1998;FD LO 95740;54982;38166
57999;M;DK Chacamtho's Jumanji Junior;NFO d 09 23;10-03-1999;FD LO 98749;69065;55509
58027;M;DK Khnum's Toke;NFO n 23;22-02-1998;FD LO 93489;30441;42341
58029;F;Mimi Felis Audax DK;NFO g;23-06-1997;FD LO 90965;35063;71103
58033;F;DK Le Rassy's Pigemis;NFO f 09 23;11-02-1998;FD LO 93450;56930;47219
58040;F;DK Sakeena's Hindbær Kys;NFO ns 23;10-06-1999;FD LO 100246;32102;56921
58068;F;Frigg Ve Gimle DK;NFO n 09 23;16-07-1996;FD LO 86608;35796;46048
58069;F;DK Le Rassy's Sheena;NFO g 09 23;04-08-1997;FD LO 91282;44318;51145
58085;M;Ol's Storming Styles;NFO a;07-11-1998;FD LO 97354;58431;67290
58097;F;DK Dansbjergs Ivy;NFO f 09;18-04-1997;FD LO 91082;50083;38983
58116;F;Isilya Felis Audax DK;NFO w;10-07-1997;FD LO 90969;2346;62609
58118;F;Marumara Felis Audax DK;NFO n 23;23-06-1997;FD LO 90963;35063;71103
58126;M;DK Filaticat's Magnum;NFO n;12-11-1997;FD LO 92623;35796;67463
58132;F;Soley á Jórmungand DK;NFO n 09 24;26-07-1997;FD LO 91416;41963;59876
58134;M;Antonio 97-94;NFO e 23;08-08-1997;FD LO 91425;53471;51987
58135;M;Hrappur á Jórmungand DK;NFO d 23;26-07-1997;FD LO 91419;41963;59876
58137;F;Sif á Jórmungand DK;NFO ns 09 23;26-07-1997;FD LO 91421;41963;59876
58144;M;DK Skandinavien's Karl Lagerfeld;NFO n 09;21-06-1997;FD LO 90897;56930;54851
58146;F;Dina von Birkvel DK;NFO f;04-08-1997;FD RX 12309;52074;41882
58158;F;DK White Sock's Sophie;NFO f 23;30-05-1998;FD LO 97611;8441;62114
58167;F;DK Dansbjergs Ebba;NFO a 09;08-04-1996;FD LO 85405;40422;29452
58172;F;Matilde Trontebrogård DK;NFO e 23;28-04-1997;FD LO 91442;57966;49738
58173;F;Sofie Trontebrogård DK;NFO e 23;28-04-1997;FD LO 91443;57966;49738
58175;M;August Trontebrogård DK;NFO ns 09;28-04-1997;FD LO 91445;57966;49738
58177;M;DK Starkad's Olav Trygvesson;NFO n 09 23;24-02-1999;FD LO 98758;59199;69696
58189;M;DK Voyou's Ferdinand;NFO d 23;06-10-1999;FD LO 101463;35796;73701
58213;M;DK Cilliækus Milo;NFO n 09 23;02-11-1997;FD LO 92164;30292;59480
58221;M;Vindur á Jórmungand DK;NFO ds 23;26-07-1997;FD LO 91418;41963;59876
58227;F;DK Kjerag's Beauty;NFO a 22;26-04-1997;FD LO 90304;61407;62697
58229;M;DK Dansbjergs Virgil;NFO as 09 22;31-10-1998;FD LO 97961;60515;33753
58245;M;Virtos Post Nummos Felis Jubatus;NFO w 62;27-08-1998;FD LO 96805;30948;61296
58247;M;DK Filaticat's Nikolaj;NFO n 09 22;08-04-1998;FD LO 94349;34984;55353
58258;F;DK Starkad's Helga den fagre;NFO n 09;18-07-1997;FD LO 90879;45858;62490
58259;M;DK Starkad's Hermod Helt;NFO d 09 23;18-07-1997;FD LO 90876;45858;62490
58268;F;Ratchasima's Jasmin;NFO f 09;29-04-1997;FD LO 90396;18580;50241
58277;M;DK Cartoon's Berlioz;NFO a 22;02-04-1997;FD LO 89207;47713;66133
58296;M;DK Blue Royal Flash Carlsberg;NFO a;01-05-1998;FD LO 94540;36370;47014
58298;M;DK Khnum's Danton;NFO ns;22-07-1997;FD LO 91005;6263;52726
58308;F;DK Dansbjergs Naja;NFO f 09 23;07-05-1997;FD LO 90494;48447;69453
58319;F;DK Europa's Mis Juvel;NFO a 09 23;06-06-1997;FD LO 90370;49115;60060
58320;F;DK Willemoeserne's Katla;NFO n 23;09-03-1999;FD LO 99025;34801;69947
58330;F;DK Leonides Selma;NFO f 09 23;14-08-1995;FD LO 82398;6263;25786
58344;F;Kira 94-158;NFO n 09;01-07-1994;FD LO 77790;35050;55088
58345;F;DK Baroniet's Yndige Henriette;NFO f 09;03-06-1993;FD LO 72087;9859;51346
58349;M;Skovhugger Felis Jubatus;NFO w;05-09-1994;FD LO 77429;56996;58508
58374;F;DK Silverwood's Alicia Kidjo;NFO fs 09 22;15-05-1994;FD LO 75977;33342;51106
58396;M;DK Guillamore's Yngste Hannibal;NFO a 09 23;01-11-1998;FD LO 97103;22951;38166
58404;F;DK Dansbjergs Esmeralda;NFO f 09 23;02-12-1997;1.DEKZV 246877;28869;72761
58410;M;DK Bestla's Tjalfe Tigerstribe;NFO n 09 23;15-07-1997;FD LO 91119;51030;64510
58411;F;DK Bestla's Menja Morgenstjerne;NFO ns 09 23;15-07-1997;FD LO 91120;51030;64510
58412;M;DK Gnipa's Dustin;NFO a 09 23;25-06-1997;FD LO 90275;54016;65371
58431;M;DK Fargetta's Esplosiva;NFO d 09 23;10-04-1996;FD LO 84360;41638;65404
58432;M;DK Fabis Galanthus;NFO n 22;30-05-1998;SVERAK LO 162354;48016;63530
58454;M;Sølvpil 97-172;NFO ns 09 23;25-10-1997;FD LO 92305;59655;59656
58457;M;DK Grandezza's Sweet Candy Hawkeye;NFO n 09 23;27-06-1996;FD LO 86601;30292;62074
58464;F;Marie 97-109;NFO f 09 22;12-09-1997;FD LO 91990;8441;46355
58477;M;DK Dansbjergs Chaplin;NFO n 09;08-05-1997;FD LO 91633;48506;61650
58481;F;DK Oba Zoo-Long;NFO n 09 23;15-02-1999;FD LO 98582;49273;46716
58492;M;DK Buum-Cats Dodi;NFO n 09 23;04-09-1997;FD LO 91650;48525;69310
58494;F;Anana 98-90;NFO d 09 22;25-06-1998;FD LO 95759;56821;40544
58495;F;DK Silverwood's Kandice Karizzima;NFO n 09;02-10-1997;FD LO 91659;32102;51106
58496;F;Molda Ve Gimle DK;NFO n 09 23;17-06-1996;FD LO 86110;48016;49840
58508;F;Gwynne Vaughani Felis Jubatus, DM;NFO n 09;13-07-1992;FD LO 68051;37644;26129
58525;F;DK Khnum's Donnatella;NFO n;22-07-1997;FD LO 91004;6263;52726
58545;F;S*Pas de Chat's Julie;NFO g 09 22;...;SVERAK LO 121971;59533;59537
58547;M;DK Tigi Cat's Amadeus;NFO ds 09 23;13-05-1996;FD LO 85529;44026;58548
58548;F;DK Hagsten's Coral;NFO gs 23;04-05-1994;FD LO 76245;45870;28174
58574;M;DK T'binas Archon;NFO n 23;15-06-1997;FD LO 90888;21170;50027
58577;F;DK Le Rassy's Frida Fræk;NFO f 09 23;11-02-1998;FD LO 93448;56930;47219
58598;M;DK Adiris Vitus;NFO a 09 23;29-09-1998;FD LO 97216;62819;69701
58600;F;Sufi 97-174;NFO n 09;25-10-1997;FD LO 92307;59655;59656
58602;M;Dumle von Birkvel DK;NFO n 09;04-08-1997;FD RX 12306;52074;41882
58618;M;DK Europa's Harald Skovtrold;NFO n 09 23;25-02-1998;FD LO 93602;58349;67075
58622;F;Med på noderne Felis Jubatus;NFO a 09 23;02-05-1995;FD LO 80300;37140;56784
58641;M;DK Yiadom's Cornelius;NFO n 09 23;21-12-1996;FD LO 88930;41018;59649
58644;F;DK Family's Brandy;NFO d 09 23;30-05-1998;FD LO 94905;40766;61788
58666;F;DK True Trust Aster Alpinus;NFO n;31-07-1997;FD LO 91327;57990;71632
58729;F;DK Madam Blå's Desdemona;NFO n 09 22;07-02-1998;FD LO 93222;44026;65104
58752;F;DK Hopeless Tribes Daiquiri;NFO a 09;04-04-1993;FD RX 8755;10784;50473
58801;M;DK Karisma's Quark;NFO n 09 23;19-06-1997;FD RX 12256;10784;60125
58808;F;DK Silverwood's Gina Galliano;NFO n 09;06-10-1996;FD LO 87633;59629;51106
58812;F;Betty Blue Gyldenløve DK;NFO a 23;20-06-1994;FD LO 77142;25514;65740
58825;M;Maxim Columbelle DK;NFO w;28-07-1998;FD LO 96149;47349;68813
58827;M;DK Family's Valter;NFO n 09;05-12-1996;FD LO 88313;40766;43984
58832;F;Ophelia 98-85;NFO n 09;15-06-1998;FD LO 95804;64588;55112
58836;F;Torvmyra's Elegance;NFO f 09 23;...;SVERAK RX 56927;2101;14867
58837;M;S*Frostnattens Ivanhoe;NFO ds 09 23;24-10-1991;SVERAK LO 87365;60304;52915
58838;M;S*Amazonas Alabama Blues;NFO n 22;...;SVERAK RX 87399;;
58839;F;S*Frostnattens Tortie Gizela;NFO f 23;...;SVERAK LO 85294;;
58840;F;S*Frostnattens Flitiga Lisa;NFO f 23;...;SVERAK RX 103779;58838;58839
58841;M;S*Frostnattens Quind;NFO ds 23;...;SVERAK LO 123759;58837;58840
58842;F;S*Trolldungen's Benita;NFO n;...;SVERAK LO 82289;;
58843;F;S*Tailor Hill's Aithra;NFO f;...;SVERAK RX 85610;;
58844;M;Frasse;NFO n 23;...;SVERAK RX 89374;67609;58843
58845;M;(N)Norden's Ceasar;NFO n 23;...;FHK K-635 K;28291;86471
58846;F;Glittertindens Zita;NFO n 23;...;FHK U-177 K;;
58847;F;Glittertindens Regitze;NFO n 23;...;SVERAK LO 89566;58845;58846
58848;F;S*Linnebjers Benitze;NFO n 23;...;SVERAK LO 119594;58844;58847
58849;M;S*Linnebjers Hampus;NFO ns 24;...;SVERAK LO 130934;58841;58848
58850;F;Sekan Sølvpus;NFO ns 23;...;NRR RX 53493;;
58852;M;Baltazar av Løvebakken(N);NFO ns 09 23;...;NRR RX 55268;40818;58850
58853;M;(N)Satyr's King Arthur;NFO n 22;...;NRR LO 61462;;
58854;F;Tigerstaden's Tussi;NFO n 09 22;...;NRR LO 62001;58853;3256
58855;M;(N)Veslefrikk's Tobias;NFO n 09;...;SVERAK RX 123137;58852;58854
58856;F;S*Okeechobee's Gal-O-My Dreams;NFO f 09;...;SVERAK RX 129797;58855;56777
58857;M;Darcy von Birkvel DK;NFO n;04-08-1997;FD RX 12307;52074;41882
58887;M;DK Huldrenissen's Calvin Klein;NFO d 09 23;12-11-1997;FPL LO 3022;48014;62124
58896;F;Miavsen 98-178;NFO n 23;06-11-1998;FD LO 98364;46965;68984
58909;M;Bounty von Birkvel DK;NFO ns 23;22-07-1996;FD LO 86798;35015;41882
58911;M;DK Starkad's Hercules;NFO n 09 23;18-07-1997;FD LO 90877;45858;62490
58912;M;DK Deleuran's Trinity;NFO a 23;06-05-1997;FD LO 90263;41662;59168
58928;F;Afroditte 96-46;NFO n 09 23;28-05-1996;FD LO 85677;41979;68966
58929;M;DK Europa's Kong Eventyr;NFO a 23;28-04-1999;FD LO 99175;54236;67683
58934;M;DK Taisen's Asbjørn;NFO d 09 23;27-04-1996;FD LO 86266;50440;39457
58959;F;DK Jættestuen's Ambrosia;NFO a 09 22;13-04-1997;FD LO 89927;37644;69392
58961;M;DK Loddenhøj's Balthazar Blankassón;NFO n 09;09-10-1996;FD LO 87984;33012;40613
58965;M;Torvi á Jórmungand DK;NFO n 23;26-07-1997;FD LO 91420;41963;59876
58977;F;Alexandra 97-90;NFO n 09;21-08-1997;FD LO 91312;71908;73323
58980;F;Sheba Columbelle DK;NFO f 09 22;21-06-1996;FD LO 85976;2346;57322
58984;F;DK Guillamore's Elvira Madigan;NFO n 23;03-09-1997;FD LO 91637;22951;64093
58987;M;DK Hagsten's Elmer;NFO es;01-07-1995;FD LO 81533;45870;28174
