178421;M;Romeo From Merry Toy Cat*LV;SPH n;20-09-2008;(LV)MC LO 4385;178418;SPH n 03;178420;...
178690;F;Allegria Ballerina Aomori, CZ;BSH a 24;...;(CZ)CSCH LO 171/99/BRI;178697;BSH c;;
180159;M;Xahar-Chocolate von Tonkay;BSH b;...;(D)DEKZV RX 227200;92215;BSH b;;
180175;F;Grand Oray Tsokotukha;SPH f 03 21;...;(RU)ANON SPH/01-262;175714;SPH d 09;;
181195;M;Yaros of Stylecat;KBL d 03 22;...;(RU)AB-K-259/KBT/2006;181194;KBL d 03;;
181499;F;Charli;SIB f 03 23;...;(RU)ALISA 862(1955C)04SIB;181738;SIB n 03 23;;
181866;M;Genpaw Up N Adam of Sandy-B;PER n 03 22;...;CFA 1142-1267310;129629;PER d 03;;
181889;M;(N)Tojo Polaris Ulrik Herkenhoff;MCO a 03;...;(N)NRR LO 147617;128281;MCO a;;
181921;F;Classicalcats Amaunet of Vandvis;SPH n 03;...;TICA SBT 081304 030;181916;SPH n 09;;
181967;F;Loralyn's Calypso;PER f 33;19-04-2003;CFA 3293-1448168;92767;PER n 33;;
182340;F;Hannah of Coco Island;SBI g;...;(D)DE 41024;62518;SBI n;;
182394;F;D'Eden Lover Faradiba;EXO f;...;CFA 7747-1523646;168864;EXO e 24;;
182699;M;Lidner's Like;TUV d 62;...;(DE)TCC ZBT TV 150506009;182671;TUV d 62;;
183598;M;EST*Akim Klimov Alexander-Fred;KBL ns 03 24;...;(EE)EKL RIEX 3345;172817;KBL n 02;;
183599;F;Amurka Alexander-Fred;KBL ns 22;...;(EE)EKL RIEX 2571;159548;KBL ns 22;;
183658;F;The Catwalk Miranda of In Style;PER w 62;...;CFA 0103-1463791;169297;PER w 62;;
184136;F;Bonny Sue vom Emstal;MCO f 23;...;BPK N 029;120287;MCO es 09 11;;
186104;M;Alex vom Quelleberg;BSH e;...;(PL)SHKRP LO 3210;186103;BSH a;;
186438;F;S*Åsalunds Klytamnestra;BUR n;27-11-2004;(SE)SVERAK LO 205165;125396;BUR n;;
186751;M;Zigfrid;KBL d 23;...;(RU)QD 036/06/KBT;172824;KBL d 03 22;;
186752;F;Lynx Standart Victory;KBL f 23;...;(RU)VRL 074/2007/KBL;172824;KBL d 03 22;;
186973;F;Liucija iz Izidos Sventoves;SPH d 02;...;(RU)SPH/03-E10810;186924;SPH d 09;;
191779;M;Vincent G v. Beni Mellal;SIA c;...;(DE)DEKZV LO 308312;82263;SIA c;;
191780;F;Emma z. Alten Ziegelei;SIA a;...;(DE)DEKZV LO 312115;114542;SIA n;;
193055;F;Lej'Haim Bonjour Karine;PER ns 12;03-12-2004;CFA 0131-1570036 V0706;193047;PER ns 12;193054;...
194251;F;Moulin De Crecy Showgirl;MCO ns 09 23;...;Missing Info (174);146053;MCO ns 09 22;194250;...
194258;M;Coontastic Busby Babe;MCO ns 09 22;...;GCCF CS 735377;194252;MCO ns 09 22;194245;...
195480;F;Keeza Minou Violette;BUR h;...;(AUS)CFA 07N158777;182013;BUR d;;
205763;M;Harlequin;DSP n 02;...;(FU)FAKK-DSX/2010-1224;205761;DSP n 03;;
211729;M;Kayros Pride Nicki;BSH ns 11;22-01-2013;RU-164-011-2013-099-LO-BRI;211712;BSH ns 11;211728;...
